""	"SRR7170030"	"SRR7170031"	"SRR7170032"	"SRR7170033"	"SRR7170034"	"SRR7170035"
"Gm53630"	0	0	0	0	0	0
"Gm53631"	0	1	0	0	5	1
"Gm53632"	0	0	0	2	0	0
"Gm53633"	0	0	0	0	0	0
"Gm53634"	0	0	0	0	0	0
"Gm53635"	0	0	0	0	0	0
"Gm53636"	0	0	0	0	0	0
"Gm53637"	2	0	5	0	10	0
"Gm53638"	3	1	1	0	1	2
"Gm53639"	0	0	0	0	0	0
"Gm53640"	0	0	0	0	0	0
"Gm53641"	0	0	0	0	0	0
"Gm53642"	0	0	0	0	0	0
"Gm53643"	0	0	0	0	0	0
"Gm53644"	0	0	0	1	3	2
"Gm53645"	0	0	0	1	0	3
"Gm53646"	0	0	0	6	0	0
"Gm53647"	0	2	2	0	0	0
"Gm53648"	0	0	0	0	0	0
"Gm53649"	4	5	8	1	2	9
"Gm53650"	0	14	4	1	0	44
"Gm53651"	8	3	1	0	0	3
"Gm53652"	0	0	0	0	0	0
"Gm53653"	0	0	0	0	0	0
"Gm53654"	0	0	0	0	0	0
"Gm53655"	0	0	0	0	0	0
"Gm53656"	0	0	0	0	0	0
"Gm53657"	0	0	0	1	0	0
"Gm53658"	0	0	1	2	0	0
"Gm53659"	0	0	2	0	0	0
"Gm53660"	40	102	80	7	0	13
"Gm53661"	0	6	0	0	0	0
"Gm53662"	0	0	0	0	0	0
"Gm53663"	0	0	0	0	0	0
"Gm53664"	9	16	21	5	3	2
"Gm53665"	0	0	0	0	0	0
"Gm53666"	0	0	0	0	0	0
"Gm53667"	0	0	0	0	0	0
"Gm53668"	0	0	0	0	0	0
"Gm53669"	0	1	2	0	1	2
"Gm53670"	0	0	0	9	0	1
"Gm53671"	0	0	0	0	0	0
"Gm53672"	0	0	0	0	0	0
"Gm53673"	10	3	2	24	8	8
"Gm53674"	0	0	0	6	0	0
"Gm53675"	0	0	0	0	0	0
"Gm53676"	0	0	0	9	2	0
"Gm53677"	0	0	0	7	0	0
"Gm53678"	0	0	0	0	0	0
"Gm53679"	0	0	0	0	0	0
"Gm53680"	0	6	0	0	0	0
"Gm53681"	0	0	0	0	0	0
"Gm53682"	28	11	33	59	13	41
"Gm53683"	0	0	0	0	0	0
"Gm53684"	0	0	0	0	0	0
"Gm53685"	0	0	0	7	6	4
"Gm53686"	0	0	0	0	0	0
"Gm53687"	0	1	0	0	0	0
"Gm53688"	0	0	0	1	0	0
"Gm53689"	7	3	2	2	1	10
"Gm53690"	1	0	0	0	0	1
"Gm53691"	0	0	0	0	0	0
"Gm53692"	0	0	0	0	0	0
"Gm53693"	0	0	0	0	0	0
"Gm53694"	52	66	27	33	53	40
"Gm53695"	0	0	0	0	0	0
"Gm53696"	0	0	2	0	0	0
"Gm53697"	0	0	0	0	0	0
"Gm53698"	0	0	0	0	0	0
"Gm53699"	0	0	0	0	0	0
"Gm53700"	20	0	22	10	5	11
"Gm53701"	0	0	0	0	0	0
"Gm53702"	0	0	0	0	0	0
"Gm53703"	0	0	0	0	0	0
"Gm53706"	0	0	0	0	1	0
"Gm53707"	0	0	0	0	0	0
"Gm53708"	0	0	0	0	0	0
"Gm53709"	0	3	0	0	0	0
"Gm53710"	14	6	6	14	1	5
"Gm53711"	0	0	0	0	0	0
"Gm53712"	0	0	0	0	0	0
"Gm53713"	4	1	2	0	0	1
"Gm53714"	0	0	0	0	0	0
"Gm53715"	0	0	0	0	0	0
"Gm53716"	0	0	0	0	0	0
"Gm53717"	0	0	0	0	0	0
"Gm53718"	0	0	0	0	0	0
"Gm53719"	0	0	0	0	6	18
"Gm53720"	0	0	0	0	0	0
"Gm53721"	0	0	0	0	0	0
"Gm53722"	0	0	0	0	0	0
"Gm53723"	0	0	0	0	0	0
"Gm53724"	0	0	0	0	0	0
"Gm53725"	0	8	2	4	2	3
"Gm53726"	0	0	0	0	0	0
"Gm53727"	0	0	0	0	0	0
"Gm53728"	0	0	0	0	0	0
"Gm53729"	0	0	0	0	0	0
"Gm5373"	0	0	0	0	0	0
"Gm53730"	0	0	0	0	0	0
"Gm53731"	0	0	0	0	0	0
"Gm53732"	0	0	0	0	0	0
"Gm53733"	0	0	0	0	0	0
"Gm53734"	0	5	0	0	0	0
"Gm53735"	0	0	0	0	0	0
"Gm53736"	6	16	2	9	0	5
"Gm53737"	0	0	0	0	0	0
"Gm53738"	0	0	0	0	0	0
"Gm53739"	0	0	0	0	0	0
"Gm53740"	0	0	0	0	0	0
"Gm53741"	0	0	0	0	0	0
"Gm53744"	3	1	4	1	0	2
"Gm53746"	8	7	12	10	14	9
"Gm53747"	10	8	16	1	0	3
"Gm53748"	0	0	6	0	9	1
"Gm53749"	0	0	1	0	0	0
"Gm53750"	0	0	0	0	0	0
"Gm53751"	1	0	0	0	0	0
"Gm53752"	0	0	0	0	0	0
"Gm53753"	0	0	0	0	0	0
"Gm53754"	0	0	0	0	0	0
"Gm53755"	13	0	0	0	0	0
"Gm53756"	6	21	16	20	8	18
"Gm53757"	0	0	0	0	0	0
"Gm53758"	0	0	0	0	0	0
"Gm53759"	0	0	0	0	0	0
"Gm5376"	0	0	0	0	0	0
"Gm53760"	0	0	0	0	0	0
"Gm53761"	0	0	0	0	0	0
"Gm53762"	0	0	0	0	0	0
"Gm53763"	0	0	0	0	0	0
"Gm53764"	0	0	0	0	0	0
"Gm53765"	0	0	0	0	0	0
"Gm53766"	0	0	0	16	0	8
"Gm53767"	16	7	11	57	14	17
"Gm53768"	0	0	1	0	0	0
"Gm53769"	0	0	0	0	0	0
"Gm53770"	0	0	0	0	0	0
"Gm53771"	0	0	0	0	0	0
"Gm53772"	0	0	0	0	0	0
"Gm53773"	0	0	0	0	0	0
"Gm53774"	1	4	1	0	5	2
"Gm53775"	0	12	1	0	0	0
"Gm53776"	0	0	0	0	2	0
"Gm53777"	0	0	0	0	0	0
"Gm53778"	247	135	13	78	22	75
"Gm53779"	2	0	0	0	0	0
"Gm53780"	0	0	0	0	0	0
"Gm53781"	0	0	0	0	0	0
"Gm53782"	0	0	0	0	0	0
"Gm53783"	0	0	0	0	0	0
"Gm53784"	0	0	0	0	0	0
"Gm53785"	0	0	0	0	0	0
"Gm53786"	0	9	6	41	9	28
"Gm53787"	0	0	0	0	0	0
"Gm53788"	0	10	1	0	0	0
"Gm53789"	0	0	0	0	0	0
"Gm53790"	0	0	0	0	0	0
"Gm53791"	0	0	0	0	0	0
"Gm53792"	0	0	0	0	0	0
"Gm53793"	0	0	0	0	0	0
"Gm53794"	9	6	6	20	9	17
"Gm53795"	0	0	0	0	0	0
"Gm53796"	0	0	0	0	0	0
"Gm53797"	0	0	0	0	0	0
"Gm53798"	0	0	0	0	0	0
"Gm53799"	0	0	0	0	0	0
"Gm53800"	0	0	0	0	0	0
"Gm53801"	0	0	0	0	0	0
"Gm53802"	0	0	0	0	0	0
"Gm53803"	0	0	0	0	0	0
"Gm53804"	0	0	0	0	1	0
"Gm53805"	0	0	0	0	0	0
"Gm53806"	0	0	5	0	0	0
"Gm53807"	4	0	0	0	1	0
"Gm53808"	1	0	0	0	0	0
"Gm53809"	0	0	0	0	0	0
"Gm53810"	0	0	2	0	0	0
"Gm53811"	0	0	0	1	0	0
"Gm53812"	19	8	34	90	14	66
"Gm53814"	0	0	0	0	0	0
"Gm53815"	0	0	0	0	0	0
"Gm53816"	0	0	0	0	0	0
"Gm53817"	0	0	0	0	0	0
"Gm53818"	0	0	0	0	0	0
"Gm53820"	0	0	2	0	0	0
"Gm53822"	0	1	0	0	0	0
"Gm53823"	0	0	0	0	0	0
"Gm53824"	0	0	1	0	0	0
"Gm53825"	1	0	0	0	0	0
"Gm53826"	0	0	0	0	0	0
"Gm53827"	0	0	0	0	0	0
"Gm53828"	0	0	0	0	0	0
"Gm53829"	0	0	0	0	0	0
"Gm53830"	0	0	0	0	0	0
"Gm53831"	0	0	0	0	0	0
"Gm53832"	0	0	0	0	0	0
"Gm53833"	0	0	0	0	0	0
"Gm53834"	0	0	0	0	0	0
"Gm53835"	0	0	0	0	0	0
"Gm53836"	0	0	0	0	0	0
"Gm53837"	0	1	0	0	0	0
"Gm53838"	0	0	0	0	0	0
"Gm53839"	0	0	0	0	0	0
"Gm53840"	0	0	0	0	0	0
"Gm53841"	0	0	0	0	0	0
"Gm53842"	0	0	0	8	0	0
"Gm53843"	0	0	0	0	0	0
"Gm53844"	0	0	0	0	0	0
"Gm53845"	0	8	0	1	4	1
"Gm53846"	0	0	0	0	0	0
"Gm53847"	0	0	0	0	0	0
"Gm53848"	0	0	0	0	0	0
"Gm53849"	0	0	0	0	0	0
"Gm53850"	0	0	0	0	0	0
"Gm53851"	0	0	0	0	0	0
"Gm53852"	0	0	0	0	0	0
"Gm53853"	1	8	8	8	0	13
"Gm53854"	0	2	0	0	0	0
"Gm53856"	0	0	0	0	0	0
"Gm53857"	0	0	0	0	0	0
"Gm53858"	6	0	0	0	0	0
"Gm53859"	0	0	0	0	0	0
"Gm53860"	0	0	0	0	0	0
"Gm53861"	4	5	33	0	21	14
"Gm53862"	0	0	0	0	0	0
"Gm53863"	0	0	0	0	0	0
"Gm53864"	0	0	0	0	0	0
"Gm53865"	0	0	1	0	0	0
"Gm53866"	0	0	0	4	10	0
"Gm53868"	4	8	3	20	12	10
"Gm53869"	0	0	0	0	0	0
"Gm53870"	0	1	3	1	1	0
"Gm53871"	0	0	0	2	0	0
"Gm53872"	0	0	0	0	0	0
"Gm53873"	0	0	0	0	0	0
"Gm53874"	0	0	0	0	0	0
"Gm53875"	0	0	0	0	0	0
"Gm53876"	0	0	0	0	0	0
"Gm53877"	0	0	0	17	0	3
"Gm53878"	0	0	0	0	0	0
"Gm53879"	0	0	0	0	0	0
"Gm53880"	0	0	0	0	0	0
"Gm53881"	0	0	0	0	0	0
"Gm53882"	0	0	6	2	1	4
"Gm53883"	0	0	0	4	7	0
"Gm53884"	0	0	0	0	0	0
"Gm53885"	0	0	0	0	0	0
"Gm53886"	0	0	0	0	0	0
"Gm53887"	7	5	0	9	5	9
"Gm53888"	0	0	0	0	0	0
"Gm53889"	0	0	0	0	0	0
"Gm53890"	0	0	0	0	0	0
"Gm53891"	0	0	0	0	0	0
"Gm53892"	0	0	0	0	0	0
"Gm53893"	5	5	3	15	5	4
"Gm53894"	0	0	0	0	0	0
"Gm53895"	0	0	0	0	0	0
"Gm53896"	1	2	1	2	11	0
"Gm53897"	0	0	0	0	0	0
"Gm53898"	0	0	0	0	0	0
"Gm53899"	0	4	5	0	3	2
"Gm53900"	0	0	0	0	0	0
"Gm53901"	12	0	0	0	0	0
"Gm53902"	0	0	8	0	0	0
"Gm53903"	0	0	0	0	0	0
"Gm53904"	0	0	0	0	0	1
"Gm53905"	1	0	0	0	0	0
"Gm53906"	0	0	0	0	0	0
"Gm53907"	0	0	0	0	0	0
"Gm53908"	0	0	0	5	2	0
"Gm53909"	0	0	0	0	0	0
"Gm53910"	0	0	0	0	0	0
"Gm53911"	0	0	0	0	0	0
"Gm53912"	0	0	0	1	0	3
"Gm53913"	0	0	13	0	3	1
"Gm53914"	0	0	0	0	0	0
"Gm53915"	1	1	2	1	0	0
"Gm53916"	0	0	0	0	0	0
"Gm53917"	0	0	0	0	0	0
"Gm53918"	0	0	0	0	0	0
"Gm53919"	0	4	0	0	2	1
"Gm53920"	0	0	0	0	0	0
"Gm53921"	0	0	0	0	0	0
"Gm53922"	0	1	0	0	5	0
"Gm53923"	0	0	7	10	2	6
"Gm53924"	1	5	0	0	1	0
"Gm53925"	4	10	4	2	6	2
"Gm53926"	0	0	0	0	0	0
"Gm53927"	0	0	0	0	0	0
"Gm53928"	22	0	3	5	5	6
"Gm53930"	33	29	38	30	17	18
"Gm53931"	0	0	0	0	0	0
"Gm53932"	0	0	0	0	0	0
"Gm53933"	0	0	0	0	0	0
"Gm53934"	0	0	0	0	0	0
"Gm53935"	8	0	6	0	2	0
"Gm53936"	0	0	0	1	0	0
"Gm53937"	0	0	0	0	0	0
"Gm53938"	0	0	0	0	0	0
"Gm53939"	0	0	0	0	0	0
"Gm53940"	10	5	16	0	1	5
"Gm53941"	0	0	0	0	0	0
"Gm53942"	0	1	0	0	0	0
"Gm53943"	0	0	0	0	0	0
"Gm53944"	0	0	0	0	0	0
"Gm53945"	0	0	0	0	0	0
"Gm53946"	5	0	1	1	1	0
"Gm53947"	0	1	0	0	0	0
"Gm53948"	0	4	0	0	0	0
"Gm53949"	0	0	0	0	0	0
"Gm53950"	0	1	0	0	0	0
"Gm53951"	0	1	0	0	0	0
"Gm53952"	0	1	0	1	0	0
"Gm53953"	2	25	18	14	9	6
"Gm53954"	0	0	0	0	0	0
"Gm53955"	0	0	1	0	0	0
"Gm53956"	0	0	0	0	0	0
"Gm53957"	0	0	0	0	0	0
"Gm53958"	0	0	0	0	0	0
"Gm5396"	0	4	1	0	0	0
"Gm53960"	0	0	0	0	0	0
"Gm53961"	0	0	0	0	0	0
"Gm53962"	10	0	0	1	0	0
"Gm53963"	0	0	0	0	0	0
"Gm53964"	0	0	0	0	0	0
"Gm53965"	0	2	10	5	4	10
"Gm53966"	7	6	0	14	3	9
"Gm53967"	0	0	0	0	0	0
"Gm53968"	0	0	0	0	0	0
"Gm53969"	0	0	0	0	0	0
"Gm53970"	0	0	0	0	0	0
"Gm53971"	0	0	0	0	0	0
"Gm53972"	0	0	0	1	3	1
"Gm53973"	0	0	0	0	0	0
"Gm53974"	0	0	0	0	0	0
"Gm53975"	0	0	0	0	0	0
"Gm53976"	0	0	0	0	0	0
"Gm53977"	0	0	0	0	0	0
"Gm53978"	0	0	0	0	0	0
"Gm53979"	4	0	0	0	0	0
"Gm53980"	0	0	0	0	0	0
"Gm53981"	0	0	0	0	0	0
"Gm53982"	0	0	0	0	0	0
"Gm53983"	0	0	0	0	0	0
"Gm53984"	0	0	0	0	0	0
"Gm53985"	0	0	0	0	0	0
"Gm53986"	0	0	0	0	0	0
"Gm53987"	0	0	0	0	0	0
"Gm53988"	0	0	0	0	0	0
"Gm53989"	0	0	0	0	0	0
"Gm53990"	0	0	0	0	0	0
"Gm53991"	6	6	2	21	2	2
"Gm53992"	2	6	0	5	0	0
"Gm53993"	0	0	0	0	0	0
"Gm53994"	0	0	0	2	0	0
"Gm53995"	0	0	1	0	0	0
"Gm53996"	0	0	0	0	0	0
"Gm53997"	0	0	0	0	0	0
"Gm53998"	0	0	0	3	1	0
"Gm53999"	1	0	1	1	3	1
"Gm54000"	0	0	0	0	0	0
"Gm54002"	0	0	0	0	0	0
"Gm54003"	0	0	0	0	0	0
"Gm54004"	0	0	0	0	0	0
"Gm54005"	0	0	0	0	0	0
"Gm54006"	0	0	0	0	0	0
"Gm54007"	0	0	0	0	0	0
"Gm54008"	0	0	0	0	0	0
"Gm54009"	0	0	0	0	0	0
"Gm5401"	0	0	0	0	0	0
"Gm54010"	0	0	0	0	0	0
"Gm54011"	0	0	0	0	0	0
"Gm54014"	0	0	0	0	0	0
"Gm54015"	0	0	0	16	0	0
"Gm54016"	0	0	0	0	0	0
"Gm54017"	0	0	0	0	0	0
"Gm54018"	0	0	0	0	2	1
"Gm54019"	0	0	0	2	2	1
"Gm54020"	0	0	0	0	0	0
"Gm54021"	0	0	0	0	0	0
"Gm54022"	0	0	0	0	0	0
"Gm54023"	0	0	0	0	0	0
"Gm54024"	0	0	0	0	0	0
"Gm54025"	0	0	0	0	0	0
"Gm54026"	0	0	0	0	0	0
"Gm54027"	0	0	0	0	0	0
"Gm54028"	0	0	0	0	0	0
"Gm54029"	0	0	0	0	6	0
"Gm54030"	0	11	6	5	3	0
"Gm54031"	0	0	0	0	0	0
"Gm54032"	0	0	0	0	0	0
"Gm54033"	0	0	0	0	0	0
"Gm54034"	0	0	0	0	0	0
"Gm54035"	36	10	1	0	9	13
"Gm54036"	0	0	0	0	0	0
"Gm54037"	0	0	0	0	0	0
"Gm54038"	20	11	1	22	0	0
"Gm54039"	0	0	0	0	0	0
"Gm54040"	0	0	0	0	0	0
"Gm54041"	0	0	0	0	0	0
"Gm54042"	0	6	0	0	0	0
"Gm54043"	0	0	0	0	0	0
"Gm54044"	0	0	0	0	0	0
"Gm54045"	6	0	11	12	15	4
"Gm54046"	0	0	0	0	0	6
"Gm54047"	0	0	0	0	0	0
"Gm54048"	0	0	0	0	0	0
"Gm54049"	0	0	0	0	0	0
"Gm54050"	4	0	0	0	0	0
"Gm54051"	0	0	0	0	0	0
"Gm54052"	3	10	9	3	5	3
"Gm54053"	0	1	0	8	0	0
"Gm54054"	0	0	0	0	0	0
"Gm54055"	10	17	17	0	0	0
"Gm54056"	0	0	0	0	0	0
"Gm54057"	0	0	1	0	0	0
"Gm54058"	0	0	0	0	3	0
"Gm54059"	0	0	0	0	0	0
"Gm54060"	0	0	0	0	0	0
"Gm54061"	0	0	0	0	0	0
"Gm54062"	0	0	0	0	0	0
"Gm54063"	0	0	0	0	0	0
"Gm54064"	0	0	0	0	0	0
"Gm54065"	0	0	0	0	0	1
"Gm54066"	0	0	0	0	0	0
"Gm54067"	0	0	0	0	0	0
"Gm54068"	0	0	0	0	0	0
"Gm54069"	0	0	0	0	0	0
"Gm54070"	0	0	0	0	0	0
"Gm54071"	0	0	0	0	0	0
"Gm54072"	0	0	0	0	0	0
"Gm54073"	0	0	0	0	0	0
"Gm54074"	0	0	0	0	0	0
"Gm54076"	0	0	0	0	0	0
"Gm54078"	0	0	0	0	0	0
"Gm54079"	84	54	60	52	42	28
"Gm54080"	0	0	0	0	0	0
"Gm54081"	0	0	0	0	0	0
"Gm54082"	0	0	0	0	0	0
"Gm54083"	0	0	0	0	0	0
"Gm54084"	0	0	0	0	0	0
"Gm54085"	0	0	0	0	0	0
"Gm54086"	0	0	0	0	0	0
"Gm54087"	0	0	0	0	0	0
"Gm54088"	0	0	0	0	0	0
"Gm54091"	0	0	0	0	0	0
"Gm54092"	0	0	0	0	0	0
"Gm54093"	0	0	0	0	0	0
"Gm54094"	0	0	0	0	0	0
"Gm54095"	0	0	0	0	0	0
"Gm54096"	0	0	0	0	0	0
"Gm54097"	3	0	0	0	0	0
"Gm54098"	0	0	3	0	0	0
"Gm54099"	1	8	10	5	5	1
"Gm54100"	0	0	1	0	0	0
"Gm54101"	0	0	0	0	0	0
"Gm54102"	10	0	0	0	17	0
"Gm54103"	0	0	0	0	0	0
"Gm54105"	0	0	0	0	0	0
"Gm54107"	0	0	0	0	0	0
"Gm54108"	0	4	0	17	1	0
"Gm54109"	0	1	0	0	0	0
"Gm54110"	0	0	0	0	0	0
"Gm54111"	0	0	0	0	0	0
"Gm54112"	0	0	0	0	0	0
"Gm54113"	0	0	1	6	0	6
"Gm54114"	0	0	0	0	0	2
"Gm54115"	0	0	0	0	0	0
"Gm54116"	0	0	0	0	0	0
"Gm54117"	0	0	0	0	0	0
"Gm54119"	4	0	0	0	0	0
"Gm54120"	0	0	0	0	0	0
"Gm54121"	0	14	8	0	0	0
"Gm54122"	12	1	0	0	25	1
"Gm54123"	0	0	0	0	0	0
"Gm54124"	0	0	0	0	0	0
"Gm54125"	0	2	0	0	0	2
"Gm54126"	0	0	0	0	0	0
"Gm54127"	4	2	7	43	3	0
"Gm54128"	0	0	10	0	5	1
"Gm54129"	0	0	0	0	0	0
"Gm54130"	1	0	12	5	0	2
"Gm54131"	0	0	0	0	0	0
"Gm54132"	0	0	0	0	0	0
"Gm54133"	0	0	0	0	0	0
"Gm54134"	0	0	0	0	0	0
"Gm54135"	0	0	0	0	0	0
"Gm54136"	0	0	0	0	0	0
"Gm54138"	0	0	1	17	2	5
"Gm54139"	0	0	0	0	0	0
"Gm5414"	2	2	0	41	18	31
"Gm54140"	0	0	0	0	0	0
"Gm54141"	0	0	0	0	0	0
"Gm54142"	0	0	0	0	0	0
"Gm54143"	0	0	0	0	0	0
"Gm54144"	0	0	1	0	6	0
"Gm54145"	0	0	0	0	0	0
"Gm54146"	0	0	0	0	0	0
"Gm54147"	0	0	0	0	0	0
"Gm54148"	0	0	0	0	0	0
"Gm54149"	0	0	0	0	0	0
"Gm54150"	0	0	0	0	0	0
"Gm54151"	0	0	0	9	0	0
"Gm54152"	0	0	0	0	0	0
"Gm54153"	0	0	0	0	0	0
"Gm54154"	0	0	0	0	0	0
"Gm54155"	0	0	0	0	0	0
"Gm54156"	0	0	0	0	0	0
"Gm54157"	0	0	0	0	0	0
"Gm54158"	12	23	8	0	2	28
"Gm54159"	0	0	0	0	0	0
"Gm54161"	0	0	0	0	0	0
"Gm54162"	0	25	0	9	0	0
"Gm54163"	0	0	1	0	0	0
"Gm54164"	4	0	1	0	0	0
"Gm54165"	0	0	0	0	0	0
"Gm54166"	0	0	0	0	0	0
"Gm54167"	0	0	0	0	0	0
"Gm54168"	0	0	0	0	0	0
"Gm54169"	0	0	0	0	0	0
"Gm54170"	39	13	10	11	3	5
"Gm54171"	0	0	0	0	0	0
"Gm54172"	0	0	0	0	0	0
"Gm54173"	0	0	0	0	0	0
"Gm54174"	0	0	0	0	0	0
"Gm54175"	0	0	0	0	0	0
"Gm54176"	0	0	0	0	0	0
"Gm54177"	0	0	0	0	0	0
"Gm54178"	0	0	0	0	0	0
"Gm54179"	0	0	0	0	0	0
"Gm54180"	45	35	11	23	31	0
"Gm54181"	0	0	0	6	1	0
"Gm54182"	0	0	0	0	0	0
"Gm54183"	0	0	0	0	0	0
"Gm54184"	0	0	0	0	0	0
"Gm54185"	0	0	0	0	0	0
"Gm54186"	0	0	0	0	0	0
"Gm54187"	0	0	0	0	0	0
"Gm54188"	0	0	0	0	0	0
"Gm54189"	18	11	19	34	12	0
"Gm54190"	0	0	0	0	0	0
"Gm54191"	0	0	0	0	0	0
"Gm54192"	90	120	74	5	6	7
"Gm54193"	11	4	1	2	0	2
"Gm54194"	2	2	0	0	0	1
"Gm54195"	0	24	0	3	19	11
"Gm54196"	0	0	0	0	0	0
"Gm54197"	0	1	0	0	0	0
"Gm54198"	0	0	0	0	0	0
"Gm54199"	0	2	0	0	0	0
"Gm5420"	0	7	0	0	0	9
"Gm54200"	1	0	0	0	0	2
"Gm54201"	0	0	0	0	2	0
"Gm54202"	0	0	0	1	0	0
"Gm54203"	0	0	0	0	0	0
"Gm54204"	0	0	0	0	0	0
"Gm54205"	0	0	6	0	0	0
"Gm54206"	0	0	0	0	0	0
"Gm54207"	0	0	0	0	3	2
"Gm54208"	0	0	0	0	0	0
"Gm54209"	0	0	0	0	0	0
"Gm54210"	0	0	0	1	0	0
"Gm54211"	0	0	0	0	0	0
"Gm54212"	0	7	4	0	0	4
"Gm54213"	0	0	0	0	0	0
"Gm54214"	0	0	0	0	0	0
"Gm54215"	0	0	0	0	0	0
"Gm54216"	0	0	0	0	0	0
"Gm54217"	0	0	0	0	0	0
"Gm54218"	0	0	0	0	0	0
"Gm54219"	0	2	3	0	0	0
"Gm54220"	0	0	0	0	10	0
"Gm54221"	0	0	0	0	1	0
"Gm54222"	0	0	0	0	0	0
"Gm54223"	0	0	0	0	0	0
"Gm54224"	0	0	0	0	0	0
"Gm54225"	0	0	0	0	0	0
"Gm54226"	0	0	0	0	0	0
"Gm54227"	0	10	8	0	21	13
"Gm54228"	3	0	3	1	0	0
"Gm54229"	0	0	0	0	0	0
"Gm54230"	0	0	0	0	0	0
"Gm54231"	0	0	0	0	0	2
"Gm54232"	0	0	0	0	0	0
"Gm54233"	0	0	0	0	0	0
"Gm54234"	0	0	0	0	0	0
"Gm54235"	0	0	0	0	0	0
"Gm54236"	0	0	0	0	0	1
"Gm54237"	22	2	0	0	0	0
"Gm54238"	0	0	0	0	0	0
"Gm54239"	0	0	0	0	0	0
"Gm5424"	0	0	0	1	0	2
"Gm54240"	0	0	0	0	0	0
"Gm54241"	0	0	0	0	0	0
"Gm54242"	0	0	0	0	0	0
"Gm54243"	0	0	0	0	0	0
"Gm54244"	0	0	0	0	0	0
"Gm54245"	0	0	0	0	0	0
"Gm54246"	17	0	0	1	0	0
"Gm54247"	0	0	0	0	0	0
"Gm54248"	0	0	0	0	0	0
"Gm54249"	0	0	0	0	0	0
"Gm54250"	0	0	0	0	0	0
"Gm54251"	0	0	0	0	0	0
"Gm54252"	0	0	0	4	0	1
"Gm54253"	0	0	0	0	0	0
"Gm54254"	0	0	0	0	0	0
"Gm54255"	0	2	0	0	0	0
"Gm54256"	0	11	0	1	1	0
"Gm54257"	0	0	3	0	0	0
"Gm54258"	0	0	0	0	0	0
"Gm54259"	2	6	13	2	1	3
"Gm54260"	0	0	0	0	0	0
"Gm54261"	0	0	0	0	0	0
"Gm54262"	0	0	10	0	0	0
"Gm54263"	0	0	0	0	0	0
"Gm54264"	0	0	0	3	0	0
"Gm54265"	0	0	0	0	0	6
"Gm54266"	4	0	4	9	4	6
"Gm54267"	2	1	1	0	0	0
"Gm54268"	11	0	2	8	2	2
"Gm54270"	0	0	0	0	0	0
"Gm54271"	0	0	0	0	0	0
"Gm54272"	5	0	0	0	0	0
"Gm54273"	8	8	10	0	4	5
"Gm54274"	0	0	0	0	0	0
"Gm54275"	0	0	0	0	0	0
"Gm54276"	0	0	0	0	0	0
"Gm54277"	0	0	0	0	0	0
"Gm54278"	0	0	0	1	0	0
"Gm54279"	0	0	0	0	0	0
"Gm54280"	0	0	0	0	0	0
"Gm54281"	0	0	0	0	0	0
"Gm54282"	0	0	2	1	0	1
"Gm54284"	0	0	0	0	0	0
"Gm54285"	0	0	0	0	0	0
"Gm54286"	0	2	6	4	0	5
"Gm54287"	40	7	41	37	20	0
"Gm54288"	0	0	0	0	0	0
"Gm54289"	0	10	0	0	0	0
"Gm54290"	0	0	0	0	0	0
"Gm54291"	0	1	4	3	0	1
"Gm54292"	0	0	0	0	0	0
"Gm54294"	0	0	2	11	0	0
"Gm54295"	0	0	0	0	0	0
"Gm54296"	0	0	0	0	0	0
"Gm54297"	0	0	0	0	0	0
"Gm54298"	1	1	0	0	0	0
"Gm54299"	0	1	0	0	0	0
"Gm54300"	0	0	0	1	3	18
"Gm54301"	0	0	0	0	0	0
"Gm54302"	2	6	8	0	0	0
"Gm54304"	0	0	0	0	0	0
"Gm54305"	0	0	0	0	0	3
"Gm54306"	5	16	39	10	11	8
"Gm54307"	0	0	0	2	0	0
"Gm54308"	1	3	13	10	28	16
"Gm54309"	11	0	0	0	0	0
"Gm5431"	0	0	4	0	0	0
"Gm54310"	0	0	0	0	0	0
"Gm54311"	0	0	0	0	0	0
"Gm54312"	0	3	0	0	0	0
"Gm54313"	0	0	0	0	0	0
"Gm54314"	0	0	0	0	0	0
"Gm54315"	0	0	0	0	0	0
"Gm54316"	0	0	0	0	0	0
"Gm54317"	0	0	0	0	0	0
"Gm54318"	0	0	0	0	0	0
"Gm5432"	0	0	0	4	0	0
"Gm54320"	0	0	0	0	0	0
"Gm54321"	0	0	0	0	0	0
"Gm54322"	0	0	0	0	0	4
"Gm54323"	0	0	0	0	0	0
"Gm54324"	0	0	0	0	0	0
"Gm54325"	0	0	0	0	0	0
"Gm54326"	322	391	297	302	228	294
"Gm54327"	5	19	20	29	7	22
"Gm54328"	0	0	0	0	0	0
"Gm54329"	0	0	0	0	0	0
"Gm54330"	0	0	0	0	0	0
"Gm54332"	0	0	0	0	0	0
"Gm54333"	4	0	0	0	0	0
"Gm54334"	0	0	0	0	0	0
"Gm54336"	2	6	18	10	11	0
"Gm54337"	0	0	0	0	0	0
"Gm54338"	0	0	0	0	0	0
"Gm5441"	0	0	0	0	0	0
"Gm5445"	0	2	0	0	0	1
"Gm5451"	8	17	11	9	8	11
"Gm5454"	0	1	0	0	0	0
"Gm5458"	0	0	0	0	0	0
"Gm5459"	0	11	5	0	0	0
"Gm5460"	0	0	0	0	0	0
"Gm5464"	0	1	0	1	3	12
"Gm5468"	0	0	0	3	0	0
"Gm5471"	0	0	0	0	0	1
